,ctarget
3184999,dos
4625126,dos
2721443,dos
1181820,dos
4510444,normal
2324993,dos
1413082,normal
2711831,dos
1657871,dos
2726957,dos
2193855,dos
1808862,dos
699778,dos
4885168,normal
4431872,dos
1356620,normal
1976982,dos
2455936,dos
1004329,dos
1933765,dos
1703502,dos
3658704,dos
1047305,normal
2012748,dos
2959237,dos
18611,normal
2921492,dos
3239784,dos
4597720,dos
337541,normal
1047272,normal
2121334,dos
4137893,dos
1180645,dos
4550778,normal
3462595,dos
791400,normal
1783183,dos
2558170,dos
1244156,dos
4554994,normal
356002,normal
1497732,dos
4833271,dos
1961064,dos
2546927,dos
3034341,dos
1430551,normal
832398,normal
1067198,dos
2243634,dos
1691853,dos
1969654,dos
1981730,dos
3756775,dos
4591125,dos
4372940,dos
2180485,dos
3110310,dos
569953,dos
3908486,dos
1192382,dos
1097609,dos
1825371,dos
4335481,dos
767511,normal
339520,normal
3728628,dos
420327,probe
2726822,dos
3021195,dos
2736166,dos
99220,dos
981264,dos
256999,normal
3028599,dos
3507275,dos
4680310,dos
751458,normal
4743879,dos
2371666,dos
1888406,dos
678624,dos
1071828,dos
4767401,normal
2305968,dos
4032049,dos
3455507,normal
3718132,dos
538410,dos
811454,normal
3422849,normal
877652,normal
3055192,dos
2266257,dos
815482,normal
1148385,dos
2882840,dos
1025737,normal
2776603,dos
3641716,dos
1640983,dos
1104412,dos
3558517,dos
2573032,dos
3034024,dos
2880613,dos
1170064,dos
1793870,dos
3927403,normal
1225974,dos
1773499,dos
403681,normal
2442804,dos
2953089,dos
546367,dos
4334237,dos
2062427,dos
3762858,dos
46344,normal
3791164,dos
169636,normal
2830045,dos
1002438,dos
2297952,dos
684296,dos
1934993,dos
2592557,dos
2745072,dos
2282301,dos
3760089,dos
1050016,normal
4080587,dos
3571240,dos
176912,normal
2460801,dos
2434591,dos
3015987,dos
84070,dos
877042,normal
249834,normal
4842315,dos
2610855,dos
3034935,dos
2865502,dos
2637885,dos
2646469,dos
523025,dos
4849794,dos
321744,normal
4820630,normal
3470014,dos
4583528,dos
3300105,dos
4140687,dos
2211973,dos
2011254,dos
4110382,dos
3204852,dos
1718744,dos
3098378,dos
875261,normal
3497715,dos
3392138,dos
918983,dos
908771,dos
1898155,dos
3942403,dos
44016,normal
2965593,dos
3468884,dos
2661726,dos
4672106,dos
4892348,normal
2611306,dos
359162,normal
4359451,dos
3180508,dos
857725,normal
460523,dos
1255491,dos
874168,normal
3479471,dos
3485996,dos
3988125,dos
3278023,dos
1414426,normal
4557720,normal
38598,normal
4043389,dos
771397,normal
3230953,dos
2216369,dos
1383824,probe
4808923,probe
2746903,dos
1384363,probe
584113,dos
1445348,normal
495244,dos
2418919,dos
1482388,dos
4304941,dos
3087766,dos
2420951,dos
758639,normal
4659460,dos
718106,dos
835527,normal
3197272,dos
3486279,dos
4249317,dos
352455,normal
2940070,dos
405811,normal
1820561,dos
1147375,dos
276139,normal
2169997,dos
4808293,normal
151117,normal
680781,dos
2672698,dos
4387343,dos
1639658,dos
4541252,normal
1816736,dos
951678,dos
2240833,dos
2404731,dos
2368886,dos
1646212,dos
20543,normal
3286323,dos
1924337,dos
2776562,dos
4760765,dos
3573789,dos
1822150,dos
3413908,normal
2424390,dos
3495535,dos
141925,normal
4104562,dos
3558411,dos
2560160,dos
581676,dos
4355660,dos
4511553,normal
3859971,dos
4097489,dos
1897763,dos
529706,dos
3142003,dos
3978113,dos
303046,normal
987938,dos
1803978,dos
3204807,dos
4073179,dos
1141121,dos
3789137,dos
3844467,dos
3543322,dos
1605866,dos
576069,dos
4691977,dos
2585667,dos
4803278,normal
3487132,dos
4463256,normal
4024464,dos
1897175,dos
3517223,dos
1245430,dos
2390170,dos
4019958,dos
787868,normal
4726733,dos
3809658,dos
4859042,dos
3565424,dos
3098352,dos
129166,normal
2720417,dos
3157559,dos
1241373,dos
477329,dos
1227513,dos
2520184,dos
3487738,dos
966996,dos
3367791,dos
4633749,dos
4176548,dos
4163831,dos
4628196,dos
167710,normal
1785775,dos
4750031,dos
828230,normal
3395334,dos
1267065,dos
1430323,normal
87208,dos
824198,normal
4139769,dos
2449626,dos
3199645,dos
1501806,dos
4611487,dos
4392700,dos
1405458,normal
3798981,dos
4199327,dos
987423,dos
1515660,dos
1244595,dos
1105081,dos
4458825,normal
3657627,dos
2562547,dos
2338438,dos
4425140,dos
2742337,dos
4679160,dos
3091465,dos
4729435,dos
1582385,dos
4784721,normal
545370,dos
4154144,dos
3337857,dos
4681681,dos
3172527,dos
3313357,dos
2564373,dos
518681,dos
4444329,dos
508862,normal
1282457,dos
3153804,dos
2971273,dos
4213601,dos
2779047,dos
4731319,dos
4560729,dos
1526324,dos
1614333,dos
2404866,dos
2304754,dos
3969746,dos
1439484,normal
1651535,dos
2847998,dos
4309843,dos
3295387,dos
1238225,dos
3694575,dos
3829670,dos
3584548,dos
3646571,dos
4428138,dos
2233005,dos
2872451,dos
2401525,dos
3311149,dos
3668414,dos
2227042,dos
1866283,dos
1477129,dos
1506043,dos
2818069,dos
3059639,dos
59779,normal
2771140,dos
2867784,dos
2577832,dos
4454799,dos
585840,dos
2984775,dos
1197299,dos
1474070,dos
665212,dos
2987471,dos
1031490,normal
471407,dos
2827130,dos
1066666,dos
2272783,dos
2285682,dos
1479883,dos
2267054,dos
2739948,dos
791808,normal
2707969,dos
2281053,dos
2915908,dos
4693540,dos
4344519,dos
3012396,dos
2800048,dos
2537408,dos
1271593,dos
3534935,dos
1432814,normal
2697011,dos
4505246,normal
133561,normal
1871446,dos
108047,dos
68107,normal
1554622,dos
2472966,dos
4475534,normal
10014,normal
3505209,dos
445690,dos
1260364,dos
4759146,dos
4882094,normal
2105494,dos
4760274,dos
4621429,dos
253976,normal
2869575,dos
4312913,dos
1097280,dos
4233199,dos
522245,dos
3192930,dos
3424248,normal
2057135,dos
3534965,dos
3791777,dos
1836494,dos
3043551,dos
933067,dos
2200690,dos
4428990,dos
3679628,normal
4786394,normal
3032096,dos
2367070,dos
1845455,dos
2258376,dos
4097818,dos
266020,normal
1595430,dos
2866175,dos
108587,dos
3188841,dos
4211081,dos
650937,dos
2800948,dos
4484353,dos
1806670,dos
1900617,dos
4557111,normal
3153370,dos
725530,normal
4325426,dos
2094904,dos
3691583,dos
2542669,dos
2652333,dos
414930,normal
725473,normal
1749689,dos
2163555,dos
3383544,dos
4076939,dos
661231,dos
1435638,normal
3453183,normal
718413,dos
4298226,dos
1753979,dos
1013791,dos
4444100,dos
428894,dos
2683669,dos
1978504,dos
2999216,dos
4267787,dos
4674332,dos
4511756,normal
4707424,dos
3773937,dos
1800855,dos
966729,dos
4079517,dos
3499717,dos
4696853,dos
2019967,dos
4335860,dos
54400,normal
2692701,dos
3601389,dos
3018359,dos
19038,normal
4583029,dos
1916876,dos
652083,dos
3848035,dos
1794515,dos
2341535,dos
215183,normal
2083738,dos
3461209,dos
1565843,dos
1575247,dos
4517687,normal
1731925,dos
4180791,dos
780332,normal
874393,normal
4561957,dos
4756177,dos
3779164,dos
1777762,dos
1574498,dos
2992379,dos
326024,normal
420610,probe
1432623,normal
3444464,normal
3862617,dos
2446175,dos
4469760,normal
524926,dos
4709331,dos
305998,normal
4383845,dos
2159767,dos
4056595,dos
1508386,dos
294453,normal
2500006,dos
2713107,dos
395722,dos
4867420,dos
3287568,dos
3520519,dos
3622672,dos
2319908,dos
2607359,dos
109866,dos
3246514,dos
829963,normal
2369784,dos
1560045,dos
225203,normal
1714895,dos
3596775,dos
629768,dos
3866845,dos
2250779,dos
1962704,dos
3956003,dos
932993,dos
2137130,dos
4631252,dos
3669557,dos
1926041,dos
3870967,dos
1800240,dos
1627474,dos
3272112,dos
2758067,dos
2226389,dos
2984472,dos
1608225,dos
827184,normal
2271394,dos
2310873,dos
2119486,dos
1218521,dos
4354970,dos
2351939,dos
607422,dos
3097721,dos
621007,dos
475491,dos
2071626,dos
3737284,dos
785673,normal
246427,normal
586228,dos
4739250,dos
1507243,dos
3845967,dos
716719,dos
166312,normal
3637783,dos
717278,dos
77101,normal
585884,dos
4157150,dos
3673565,dos
4877636,normal
4342872,dos
1846017,dos
2424499,dos
1074423,dos
4884556,normal
1973828,dos
2713341,dos
832871,normal
2058289,dos
3959349,dos
1017463,normal
476752,dos
2825912,dos
4788167,normal
1436057,normal
2295414,dos
117057,normal
1777627,dos
867160,normal
610932,dos
4145270,dos
2104082,dos
1969411,dos
610761,dos
4569037,dos
4780790,normal
909462,dos
1090496,dos
2076987,dos
1047021,normal
3484833,dos
604048,dos
2880570,dos
2296652,dos
219738,normal
3725862,dos
1996618,dos
3731100,dos
4754314,dos
1588847,dos
1110220,dos
459124,dos
1812385,dos
2940850,dos
2141824,dos
4425450,dos
4499763,normal
838662,normal
4818389,normal
2769655,dos
3188509,dos
3487167,dos
1152481,dos
3895635,dos
951661,dos
769084,normal
4862991,dos
2854468,dos
510454,normal
1346765,normal
3208716,dos
2965142,dos
4883889,normal
689014,dos
243936,normal
2404471,dos
2124867,dos
2718335,dos
2137503,dos
4650331,dos
2682529,dos
981668,dos
1736409,dos
2212825,dos
550551,dos
1210320,dos
340565,normal
4573083,dos
1543209,dos
2646044,dos
589100,dos
3465758,dos
1392464,normal
3078269,dos
1085633,dos
2929407,dos
4122567,dos
3438633,normal
1133795,dos
2292647,dos
122431,normal
1996965,dos
3401020,normal
367943,normal
667519,dos
1452958,normal
3425336,normal
3287294,dos
3261338,dos
866230,normal
3002948,dos
3051883,dos
109931,dos
2384726,dos
1507252,dos
3293914,dos
2963743,dos
3860992,dos
1001817,dos
3971262,dos
2296408,dos
2105380,dos
1247674,dos
1206368,dos
4227695,dos
3381503,dos
760735,normal
4284089,dos
388387,normal
1236223,dos
1973242,dos
3999711,dos
3047576,dos
1416639,probe
3606473,dos
3568110,dos
1063962,dos
766446,normal
2855843,dos
2227607,dos
85688,dos
4878938,normal
394428,normal
3942749,dos
2529202,dos
3030769,dos
442165,dos
307331,normal
4263749,dos
330871,normal
4429195,dos
182409,normal
2748422,dos
4158127,dos
2830299,dos
4505854,normal
3297501,dos
2219908,dos
300653,normal
4625063,dos
1296994,dos
70329,normal
2336680,dos
1933911,dos
3839194,dos
212352,normal
4675521,dos
1653925,dos
1986528,dos
1865592,dos
2486439,dos
2246673,dos
3935422,dos
2132386,dos
1561856,dos
4873706,normal
399383,normal
159858,normal
1622783,dos
3922070,dos
4388886,dos
3136751,dos
3484365,dos
1354648,normal
1753857,dos
4828022,normal
1696254,dos
1400115,normal
4022905,dos
2301545,dos
3134166,dos
258297,normal
329771,normal
4476232,normal
2181203,dos
4338144,dos
4633231,dos
4530772,normal
2750158,dos
3810306,dos
2907049,dos
2156907,dos
1160626,dos
2915646,dos
3720169,dos
1958314,dos
397474,normal
2887521,dos
4691076,dos
3152745,dos
2968434,dos
2728358,dos
1341995,dos
2277102,dos
2803827,dos
222477,normal
4096128,dos
394936,normal
708784,dos
4295339,dos
2540899,dos
3923344,dos
1582449,dos
2011260,dos
1293873,dos
829707,normal
4552685,normal
3034709,dos
4506119,normal
4069621,dos
2224441,dos
1688372,dos
4733451,dos
2019658,dos
2968680,dos
3570609,dos
796371,normal
496198,dos
4480233,normal
1963547,dos
4838206,dos
2852526,dos
3415905,normal
3920226,dos
4487449,normal
3879740,dos
3123550,dos
8218,normal
2242315,dos
2660444,dos
1097525,dos
772136,normal
4771861,normal
2991867,dos
1415302,normal
336776,normal
1358905,normal
2978876,dos
2261686,dos
1716540,dos
3283753,dos
56774,normal
4154697,dos
913395,dos
4082672,dos
1427282,normal
1127735,dos
1119052,dos
3868642,dos
187648,normal
2738931,dos
1387278,probe
3995847,dos
2125764,dos
1596140,dos
21419,normal
3243833,dos
2770659,dos
1533058,dos
4487511,normal
4376239,dos
4420231,dos
4337178,dos
1229579,dos
2617849,dos
2404861,dos
4625414,dos
3543979,dos
2001719,dos
384619,normal
1640199,dos
4263868,dos
1508555,dos
1647346,dos
2056843,dos
4551349,normal
3472981,dos
2633744,dos
3511719,dos
157768,normal
2436804,dos
543163,dos
2287841,dos
4824440,normal
3098528,dos
404220,normal
2380526,dos
972677,dos
1542428,dos
590284,dos
5888,normal
4083431,dos
280357,normal
4200126,dos
2427253,dos
3954436,dos
2045485,dos
2490830,dos
2177491,dos
3068137,dos
4366156,dos
87402,dos
3784357,dos
4369443,dos
4270934,dos
2132942,dos
1629451,dos
3202214,dos
4134416,dos
3947833,dos
565984,dos
726877,normal
2095842,dos
4833760,dos
305732,normal
2446250,dos
1917509,dos
1670143,dos
1560453,dos
3166156,dos
4762816,dos
3844174,dos
3456544,normal
4225037,dos
1818029,dos
2893940,dos
4384836,dos
145274,normal
790633,normal
2937996,dos
4051954,dos
2773191,dos
2174339,dos
1357763,normal
2381997,dos
1072337,dos
1904162,dos
4764488,normal
4845357,dos
833266,normal
544216,dos
3450507,normal
3464011,dos
3152640,dos
1709961,dos
2440520,dos
3184387,dos
4423172,dos
4097781,dos
1595520,dos
2998357,dos
2553936,dos
4896577,normal
2240481,dos
1692827,dos
3422178,normal
4092399,dos
1281527,dos
690697,dos
1703833,dos
1465982,dos
2617035,dos
2684959,dos
3417163,normal
4151141,dos
3939722,dos
2361714,dos
1677376,dos
2879474,dos
321572,normal
3424200,normal
2145575,dos
4299142,dos
947209,dos
917484,dos
924405,dos
825785,normal
79967,dos
998994,dos
3321830,dos
1855703,dos
741214,probe
3773606,dos
4863643,dos
2408572,dos
3975670,dos
149663,normal
2864814,dos
3662812,dos
4285499,dos
1050030,normal
1107827,dos
2649645,dos
2141424,dos
2668017,dos
95770,dos
2365989,dos
1635907,dos
3559805,dos
3349067,dos
3147240,dos
1976027,dos
3570086,dos
595042,dos
789181,normal
4645428,dos
1042270,normal
1648845,dos
4312351,dos
3489612,dos
683134,dos
3366615,dos
1581190,dos
2978677,dos
2503179,dos
1521319,dos
1964928,dos
194040,normal
3047881,dos
657629,dos
2232520,dos
3364770,dos
3323505,dos
2415787,dos
1117990,dos
4518690,probe
1681869,dos
806721,normal
979102,dos
942954,dos
4144500,dos
2576118,dos
4738279,dos
2023711,dos
3323510,dos
742662,normal
2837490,dos
3488339,dos
3950868,dos
3575098,dos
238189,normal
187434,normal
3314103,dos
1885827,dos
1127582,dos
3530651,dos
4777610,normal
2894357,dos
3198481,dos
375041,normal
2639086,dos
4687623,dos
1317683,dos
3267672,dos
1712125,dos
4252386,dos
4043839,dos
2806773,dos
1709290,dos
3985213,dos
4895871,normal
2834821,dos
2617043,dos
2674290,dos
1004488,dos
796930,normal
1171709,dos
1764345,dos
67148,normal
12504,normal
3936991,dos
3323648,dos
3856513,dos
3917698,dos
4100018,dos
4014609,dos
1473358,dos
3107226,dos
2228430,dos
1285308,dos
3234165,dos
1190660,dos
1728922,dos
3111472,dos
384718,normal
1598226,dos
4006943,dos
434647,dos
780015,normal
4356547,dos
1452444,normal
3269167,dos
2201694,dos
1683153,dos
589695,dos
2720719,dos
2333910,dos
3621453,dos
4870256,normal
2643070,dos
272586,normal
1738366,dos
4274742,dos
1410749,normal
1061456,dos
1054757,normal
4827322,normal
199974,normal
4069841,dos
2723257,dos
4559290,dos
3979107,dos
748840,normal
896791,probe
2135317,dos
2982600,dos
329212,normal
2296896,dos
1536085,dos
1654952,dos
4824883,normal
1836412,dos
365241,normal
2231264,dos
2010425,dos
3743677,dos
721073,normal
2325893,dos
1574496,dos
3693029,dos
885810,normal
4290269,dos
2315659,dos
3883445,dos
1462028,probe
2614247,dos
1563554,dos
3208128,dos
2966983,dos
3849290,dos
2116262,dos
4707651,dos
4370181,dos
4691150,dos
3866094,dos
3548123,dos
3963264,dos
801199,normal
2986579,dos
459098,dos
1681974,dos
2793071,dos
3511069,dos
310614,normal
4896707,normal
2729457,dos
3202751,dos
2398038,dos
2977768,dos
2082660,dos
1224541,dos
2638952,dos
1426965,normal
1432730,normal
1871593,dos
3168718,dos
2366889,dos
3790909,dos
4095860,dos
1364806,normal
1347132,normal
3114247,dos
4027820,dos
1607240,dos
2273300,dos
3103006,dos
3411426,probe
1586435,dos
223159,normal
1389507,normal
3634700,dos
3505104,dos
288318,normal
4885694,normal
4124368,dos
2717929,dos
1717592,dos
2199809,dos
4626645,dos
2464877,dos
2587195,dos
2506184,dos
2882006,dos
2273722,dos
3682985,dos
1862413,dos
1358148,normal
2099584,dos
2607305,dos
890159,normal
540774,dos
4806511,normal
4528413,normal
4591367,dos
3081186,dos
3556764,dos
802806,normal
4855624,dos
4238564,dos
2066037,dos
645485,dos
2214397,dos
1555091,dos
892631,normal
3312213,dos
3452583,normal
2901807,dos
3268066,dos
3380208,dos
826345,normal
2156434,dos
2951732,dos
2023653,dos
2406776,dos
502227,probe
117160,normal
1913453,dos
1007951,dos
2072739,dos
523743,dos
3143552,dos
1013781,dos
4847440,dos
4533540,normal
216951,normal
460895,dos
1662009,dos
4211504,dos
3179942,dos
3470687,dos
527967,dos
3493159,dos
2662858,dos
836988,normal
200597,normal
2769838,dos
1101799,dos
322106,normal
2481733,dos
316268,normal
2906022,dos
4399107,dos
410376,normal
3604169,dos
4079649,dos
4264351,dos
4826779,normal
3781115,dos
1334298,dos
38540,normal
3681356,normal
3663313,dos
3579451,dos
4688265,dos
78537,dos
3474475,dos
3926086,dos
3485598,dos
1621385,dos
4227910,dos
3399150,normal
147595,normal
1336818,dos
4695844,dos
3963602,dos
3310037,dos
1130895,dos
877385,normal
2588139,dos
2193690,dos
264014,normal
1165585,dos
1583053,dos
1874952,dos
675549,dos
4599831,dos
4549181,normal
4367316,dos
281418,normal
1335276,dos
1619604,dos
2928159,dos
2594131,dos
484637,dos
3975969,dos
4682668,dos
955541,dos
1227872,dos
622602,dos
3318314,dos
2705726,dos
2947430,dos
2876179,dos
1469843,dos
2331652,dos
1285384,dos
4381398,dos
3453752,normal
706561,dos
3499098,dos
3640520,dos
531332,dos
410068,probe
715775,dos
113144,dos
2280177,dos
4310672,dos
629537,dos
2520878,dos
1936986,dos
4469811,normal
1610897,dos
4591099,dos
1142538,dos
4676407,dos
2505255,dos
866664,normal
1724937,dos
1492100,dos
511897,normal
3214192,dos
1056262,normal
2917940,dos
1485652,dos
2470404,dos
4863512,dos
3881806,dos
255417,normal
823243,normal
4348173,dos
3697909,dos
2454987,dos
4714500,dos
4462560,normal
194627,normal
3792489,dos
2735571,dos
4404473,dos
3314276,dos
1668403,dos
3908879,dos
4150527,dos
4050462,dos
531133,dos
3839019,dos
2881728,dos
4898177,normal
3405924,normal
3202288,dos
2729964,dos
3778786,dos
4864070,dos
963694,dos
4490699,normal
3019101,dos
2066275,dos
4374187,dos
2389188,dos
57018,normal
1582183,dos
1972443,dos
515931,normal
4420689,dos
1967236,dos
2750150,dos
1292557,dos
1372241,normal
4655742,dos
4143751,dos
1360172,normal
3079390,dos
976969,dos
4859908,dos
3831865,dos
1136185,dos
4841968,dos
1102196,dos
4392396,dos
3802075,dos
2819819,dos
2290788,dos
1762839,dos
3728884,dos
136687,normal
3668324,dos
3457933,normal
3489749,dos
1439659,normal
42345,normal
4795927,normal
2798945,dos
4832400,dos
3653074,dos
927353,dos
2181382,dos
4025585,dos
2540713,dos
235424,normal
3554545,dos
910988,dos
2551472,dos
3458901,dos
1235195,dos
4444761,dos
1705442,dos
4378452,dos
2960005,dos
1824792,dos
1361613,normal
4694953,dos
2057074,dos
2172976,dos
2700243,dos
3693722,dos
2323698,dos
3693124,dos
1469736,dos
4505276,normal
3744943,dos
4181362,dos
4465916,normal
1479063,dos
1681345,dos
3064644,dos
4884585,normal
3430819,normal
899368,probe
3929630,normal
2823935,dos
3671470,dos
4187842,dos
934325,dos
4128254,dos
2086407,dos
1021329,normal
2363146,dos
4262377,dos
527532,dos
2095419,dos
1419870,normal
1735578,dos
4322845,dos
3450491,normal
1259722,dos
2195880,dos
565790,dos
1828896,dos
3755920,dos
4373995,dos
462657,dos
2967025,dos
2148378,dos
1777442,dos
4233466,dos
3021425,dos
4343572,dos
4368235,dos
831759,normal
1630219,dos
3034668,dos
3511929,dos
4281243,dos
2598666,dos
4798748,normal
4114160,dos
3084220,dos
4383604,dos
3284861,dos
969691,dos
595129,dos
4243832,dos
4589222,dos
812025,normal
4514642,normal
2318065,dos
1492423,dos
3899949,dos
2804217,dos
766842,normal
3932909,dos
4606685,dos
4128972,dos
4785426,normal
572551,dos
4294107,dos
1408824,normal
265799,normal
535563,dos
2105389,dos
4833685,dos
2921573,dos
3974136,dos
3332787,dos
1247292,dos
2395050,dos
2393043,dos
371077,normal
1247432,dos
4317650,dos
566449,dos
2644710,dos
1346240,normal
3893510,dos
3013466,dos
4376657,dos
331499,normal
4198,normal
2876128,dos
2881505,dos
3225981,dos
3476299,dos
1413080,normal
2684214,dos
2523228,dos
4893494,normal
414194,normal
2980056,dos
3635152,dos
1296375,dos
1499089,dos
4361155,dos
2514055,dos
306191,normal
1150084,dos
4845849,dos
144240,normal
3007686,dos
571601,dos
529944,dos
1596683,dos
379212,normal
3124953,dos
580497,dos
2759797,dos
509493,normal
1117836,dos
4033562,dos
4142488,dos
2884103,dos
653031,dos
4743517,dos
2516495,dos
3913520,dos
3977121,dos
4463521,normal
2982788,dos
814830,normal
4567418,dos
4394965,dos
2164843,dos
1245355,dos
4400710,dos
4463236,normal
2477417,dos
2266428,dos
1242158,dos
991619,dos
1533130,dos
1827396,dos
3074512,dos
3978672,dos
1882365,dos
4133364,dos
2563914,dos
1456897,normal
2997537,dos
2980082,dos
2757447,dos
1277607,dos
2659295,dos
3442522,normal
3950715,dos
198440,normal
1880788,dos
1028621,normal
4073513,dos
2476327,dos
1845080,dos
2746978,dos
2959192,dos
3753058,dos
347167,normal
2140217,dos
3520723,dos
3828732,dos
3659233,dos
3152702,dos
1249205,dos
1581067,dos
4832295,dos
428733,dos
4392391,dos
3250016,dos
291392,normal
4266988,dos
2123052,dos
2260612,dos
2209203,dos
2223457,dos
2250819,dos
2959880,dos
150450,normal
1039957,normal
2861232,dos
4753146,dos
3315169,dos
2064359,dos
3827009,dos
636115,dos
4460201,normal
2267767,dos
2559105,dos
2728823,dos
2994985,dos
534085,dos
4677282,dos
3009423,dos
2062840,dos
2373907,dos
2707279,dos
1877900,dos
2068821,dos
3331782,dos
2664293,dos
689467,dos
3115000,dos
552388,dos
252505,normal
878456,normal
4431024,dos
3154974,dos
4688450,dos
1421631,normal
3423187,normal
153328,normal
329766,normal
4671766,dos
448947,dos
329227,normal
1595723,dos
1569954,dos
675998,dos
2752621,dos
4464950,normal
1683451,dos
3175869,dos
3231369,dos
1271192,dos
3912490,dos
1260764,dos
4761965,dos
1299494,dos
675038,dos
1532637,dos
1653627,dos
4287422,dos
1660083,dos
3167659,dos
881842,normal
3832128,dos
4152156,dos
717631,dos
3601812,dos
873089,normal
2932853,dos
4769638,normal
557695,dos
3364308,dos
3062939,dos
930076,dos
1288498,dos
2173796,dos
1074491,dos
2544545,dos
1522426,dos
2516515,dos
4364926,dos
4007407,dos
1536710,dos
3098023,dos
3723942,dos
38919,normal
806030,normal
1526550,dos
22813,normal
3291950,dos
525641,dos
1298654,dos
1923006,dos
4218165,dos
1178644,dos
4576750,dos
745537,normal
3619728,dos
242450,normal
2060875,dos
3404627,normal
2485128,dos
296603,normal
2593240,dos
155235,normal
672729,dos
2477463,dos
4059891,dos
2038516,dos
2416855,dos
61353,normal
3801265,dos
4505893,normal
949296,dos
15325,normal
2699873,dos
2305898,dos
2301086,dos
752489,normal
1431868,normal
1669252,dos
2787475,dos
849679,normal
159330,normal
4881352,normal
986139,dos
2458579,dos
4389078,dos
2357048,dos
2681144,dos
1045015,normal
4817992,normal
2145361,dos
66646,normal
3911491,dos
532458,dos
844839,normal
2700877,dos
3293462,dos
2861275,dos
1155459,dos
618086,dos
2015568,dos
2582744,dos
102514,dos
2612501,dos
264660,normal
1523126,dos
2559844,dos
3637086,dos
94435,dos
3877569,dos
101159,dos
1833738,dos
4074846,dos
3250765,dos
4040701,dos
1507762,dos
2949661,dos
4544331,normal
1513470,dos
3735910,dos
3291584,dos
2985355,dos
1917180,dos
235683,normal
2285915,dos
1012972,dos
4429092,dos
1825743,dos
1128733,dos
2630970,dos
1236594,dos
795897,normal
2841329,dos
2036728,dos
1132611,dos
4490172,normal
3340750,dos
3528388,dos
1602549,dos
2312411,dos
1884114,dos
3933137,dos
1485326,dos
3357500,dos
3436387,normal
651764,dos
2638627,dos
3627646,dos
3235494,dos
1594648,dos
2575152,dos
1161434,dos
3289438,dos
3677523,normal
4057793,dos
2829456,dos
2002918,dos
955557,dos
4368651,dos
1216832,dos
4434605,dos
4001999,dos
4796954,normal
1962732,dos
3648841,dos
3380107,dos
4842298,dos
1426634,normal
687888,dos
2994250,dos
3569841,dos
2788375,dos
2072336,dos
2490738,dos
4838216,dos
4840468,dos
4784795,normal
1982935,dos
2901750,dos
4613,normal
3784435,dos
1770297,dos
4711908,dos
4164762,dos
4030807,dos
3043280,dos
257087,normal
4175727,dos
1521000,dos
4597259,dos
3340433,dos
3038404,dos
3721315,dos
2618857,dos
2367951,dos
1892492,dos
2768596,dos
756866,normal
3436736,normal
525188,dos
378191,normal
1435144,normal
3336028,dos
2409151,dos
2259057,dos
4402074,dos
152768,normal
4294212,dos
2736827,dos
914130,dos
3698152,dos
3053511,dos
3341289,dos
168398,normal
4154652,dos
3980728,dos
3102421,dos
1266388,dos
1975648,dos
3833998,dos
3838389,dos
3713539,dos
4488300,normal
3852037,dos
2564652,dos
66754,normal
423042,dos
426129,dos
1187752,dos
1727951,dos
2543891,dos
3539204,dos
4151527,dos
1900169,dos
2727870,dos
4603051,dos
599554,dos
49048,normal
2751996,dos
2183831,dos
3338073,dos
566872,dos
1174323,dos
3463605,dos
600801,dos
3047342,dos
2174514,dos
4767147,normal
948705,dos
2948068,dos
1046289,normal
1630039,dos
1421376,normal
1420948,normal
4746274,dos
3164813,dos
1614800,dos
1849418,dos
2451875,dos
1997420,dos
3460491,dos
1377544,normal
1248308,dos
830111,normal
4097808,dos
2578228,dos
44235,normal
2506165,dos
3475122,dos
1661740,dos
45733,normal
4795603,normal
1700925,dos
4569905,dos
2958571,dos
4328847,dos
3732118,dos
3933276,dos
3168539,dos
1860544,dos
2737535,dos
3583128,dos
3771722,dos
2222867,dos
4470539,normal
3530516,dos
615754,dos
4503568,normal
2147411,dos
2452947,dos
435949,dos
3346879,dos
1007320,dos
4777066,normal
4552446,normal
766209,normal
712055,dos
2570273,dos
2168080,dos
1643010,dos
3969319,dos
500744,normal
1196473,dos
4113662,dos
1889658,dos
1473279,dos
3088117,dos
3332928,dos
2899665,dos
1543024,dos
617517,dos
106464,dos
4122334,dos
3174829,dos
2902771,dos
3024999,dos
1265358,dos
4168433,dos
2572001,dos
3094293,dos
638443,dos
2943884,dos
3506250,dos
1303822,dos
4805908,normal
518566,dos
834652,normal
4582338,dos
4840226,dos
308482,normal
375723,normal
3355185,dos
3027399,dos
1172234,dos
3047565,dos
1359661,normal
2642699,dos
1778524,dos
2864999,dos
3517591,dos
1053765,normal
748847,normal
2709826,dos
1773578,dos
4310877,dos
1033410,normal
1508622,dos
2697279,dos
1047156,normal
3581211,dos
299160,normal
3274282,dos
1186538,dos
4110793,dos
1869245,dos
1112686,dos
4752405,dos
4579998,dos
2399710,dos
2898580,dos
2748384,dos
4626981,dos
3436908,normal
4032922,dos
4349550,dos
3651526,dos
2193996,dos
8177,normal
1688688,dos
544251,dos
2692858,dos
3272068,dos
407051,normal
578405,dos
3819156,dos
2285737,dos
4001397,dos
2907214,dos
2796825,dos
138823,normal
2092621,dos
2543741,dos
2316088,dos
213451,normal
1859911,dos
3408921,normal
2197919,dos
295086,normal
1670029,dos
530214,dos
3237479,dos
3319802,dos
4152278,dos
3301679,dos
2407872,dos
3729419,dos
898480,probe
176801,normal
